english_title,bengali_title,bengali_version,english_version
I know thee as my God and stand apart,দেবতা জেনে দূরে রই দাঁড়ায়ে,"দেবতা জেনে দূরে রই দাঁড়ায়ে, আপন জেনে আদর করি নে। পিতা বলে প্রণাম করি পায়ে, বন্ধু বলে দু-হাত ধরি নে। আপনি তুমি অতি সহজ প্রেমে আমার হয়ে এলে যেথায় নেমে সেথায় সুখে বুকের মধ্যে ধরে সঙ্গী বলে তোমায় বরি নে। ভাই তুমি যে ভায়ের মাঝে প্রভু, তাদের পানে তাকাই না যে তবু, ভাইয়ের সাথে ভাগ করে মোর ধন তোমার মুঠা কেন ভরি নে। ছুটে এসে সবার সুখে দুখে দাঁড়াই নে তো তোমারি সম্মুখে, সঁপিয়ে প্রাণ ক্লান্তিবিহীন কাজে প্রাণসাগরে ঝাঁপিয়ে পড়ি নে।","I know thee as my God and stand apart—I do not know thee as my own and
come closer. I know thee as my father and bow before thy feet—I do not
grasp thy hand as my friend’s.

I stand not where thou comest down and ownest thyself as mine, there to
clasp thee to my heart and take thee as my comrade.

Thou art the Brother amongst my brothers, but I heed them not, I divide
not my earnings with them, thus sharing my all with thee.

In pleasure and in pain I stand not by the side of men, and thus stand
by thee. I shrink to give up my life, and thus do not plunge into the
great waters of life."
When the creation was new,বিধি যেদিন ক্ষান্ত দিলেন,"বিধি যেদিন ক্ষান্ত দিলেন সৃষ্টি করার কাজে সকল তারা উঠল ফুটে নীল আকাশের মাঝে। নবীন সৃষ্টি সামনে রেখে সুরসভার তলে ছায়াপথে দেবতা সবাই বসেন দলে দলে। গাহেন তাঁরা , ‘ কী আনন্দ! এ কী পূর্ণ ছবি! এ কী মন্ত্র , এ কী ছন্দ, গ্রহ চন্দ্র রবি! ' হেনকালে সভায় কে গো হঠাৎ বলি উঠে, ‘ জ্যোতির মালায় একটি তারা কোথায় গেছে টুটে! ' ছিঁড়ে গেল বীণার তন্ত্রী, থেমে গেল গান, হারা তারা কোথায় গেল পড়িল সন্ধান। সবাই বলে, ‘ সেই তারাতেই স্বর্গ হতে আলো— সেই তারাটাই সবার বড়ো, সবার চেয়ে ভালো। ' সেদিন হতে জগৎ আছে সেই তারাটির খোঁজে— তৃপ্তি নাহি দিনে, রাত্রে চক্ষু নাহি বোজে। খেয়া সবাই বলে, ‘ সকল চেয়ে তারেই পাওয়া চাই। ' সবাই বলে, ‘ সে গিয়েছে ভুবন কানা তাই! ' শুধু গভীর রাত্রিবেলায় স্তব্ধ তারার দলে— ‘ মিথ্যা খোঁজা, সবাই আছে ' নীরব হেসে বলে।","When the creation was new and all the stars shone in their first
splendour, the gods held their assembly in the sky and sang ""Oh, the
picture of perfection! the joy unalloyed!""

But one cried of a sudden—""It seems that somewhere there is a break in
the chain of light and one of the stars has been lost.""

The golden string of their harp snapped, their song stopped, and they
cried in dismay—""Yes, that lost star was the best, she was the glory of
all heavens!""

From that day the search is unceasing for her, and the cry goes on from
one to the other that in her the world has lost its one joy!

Only in the deepest silence of night the stars smile and whisper among
themselves—""Vain is this seeking! unbroken perfection is over all!"""
If it is not my portion to meet thee,"যদি তোমার দেখা না পাই, প্রভু","যদি তোমার দেখা না পাই প্রভু, এবার এ জীবনে তবে তোমায় আমি পাই নি যেন সে কথা রয় মনে। যেন ভুলে না যাই, বেদনা পাই শয়নে স্বপনে। এ সংসারের হাটে আমার যতই দিবস কাটে, আমার যতই দু হাত ভরে ওঠে ধনে, তবু কিছুই আমি পাই নি যেন সে কথা রয় মনে। যেন ভুলে না যাই, বেদনা পাই শয়নে স্বপনে। যদি আলসভরে আমি বসি পথের 'পরে, যদি ধুলায় শয়ন পাতি সযতনে, যেন সকল পথই বাকি আছে সে কথা রয় মনে। যেন ভুলে না যাই, বেদনা পাই শয়নে স্বপনে। যতই উঠে হাসি, ঘরে যতই বাজে বাঁশি, ওগো যতই গৃহ সাজাই আয়োজনে, যেন তোমায় ঘরে হয় নি আনা সে কথা রয় মনে। যেন ভুলে না যাই, বেদনা পাই শয়নে স্বপনে॥","If it is not my portion to meet thee in this life then let me ever feel
that I have missed thy sight—let me not forget for a moment, let me
carry the pangs of this sorrow in my dreams and in my wakeful hours.

As my days pass in the crowded market of this world and my hands grow
full with the daily profits, let me ever feel that I have gained
nothing—let me not forget for a moment, let me carry the pangs of this
sorrow in my dreams and in my wakeful hours.

When I sit by the roadside, tired and panting, when I spread my bed low
in the dust, let me ever feel that the long journey is still before
me—let me not forget a moment, let me carry the pangs of this sorrow in
my dreams and in my wakeful hours.

When my rooms have been decked out and the flutes sound and the
laughter there is loud, let me ever feel that I have not invited thee
to my house—let me not forget for a moment, let me carry the pangs of
this sorrow in my dreams and in my wakeful hours."
I am like a remnant of a cloud of autumn,আমি শরৎশেষের মেঘের মত,"আমি শরৎশেষের মেঘের মতো তোমার গগন - কোণে সদাই ফিরি অকারণে। তুমি আমার চিরদিনের দিনমণি গো— আজো তোমার কিরণপাতে মিশিয়ে দিয়ে আলোর সাথে দেয় নি মোরে বাষ্প ক’রে তোমার পরশনি। তোমা হতে পৃথক হয়ে বৎসর মাস গনি। ওগো, এমনি তোমার ইচ্ছা যদি, এমনি খেলা তব, তবে খেলাও নব নব। লয়ে আমার তুচ্ছ কণিক ক্ষণিকতা গো— সাজাও তারে বর্ণে বর্ণে, ডুবাও তারে তোমার স্বর্ণে, বায়ুর স্রোতে ভাসিয়ে তারে খেলাও যথা - তথা। শূন্য আমায় নিয়ে রচ নিত্যবিচিত্রতা। ওগো, আবার যবে ইচ্ছা হবে সাঙ্গ কোরো খেলা ঘোর নিশীথরাত্রিবেলা। অশ্রুধারে ঝরে যাব অন্ধকারে গো— প্রভাতকালে রবে কেবল নির্মলতা শুভ্রশীতল, খেয়া রেখাবিহীন মুক্ত আকাশ হাসবে চারি ধারে। মেঘের খেলা মিশিয়ে যাবে জ্যোতিসাগরপারে।","I am like a remnant of a cloud of autumn uselessly roaming in the sky,
O my sun ever-glorious! Thy touch has not yet melted my vapour, making
me one with thy light, and thus I count months and years separated from
thee.

If this be thy wish and if this be thy play, then take this fleeting
emptiness of mine, paint it with colours, gild it with gold, float it
on the wanton wind and spread it in varied wonders.

And again when it shall be thy wish to end this play at night, I shall
melt and vanish away in the dark, or it may be in a smile of the white
morning, in a coolness of purity transparent."
On many an idle day have I grieved,মাঝে মাঝে কতবার ভাবি কর্মহীন,"মাঝে মাঝে কতবার ভাবি কর্মহীন আজ নষ্ট হল বেলা, নষ্ট হল দিন। নষ্ট হয় নাই, প্রভু, সে-সকল ক্ষণ — আপনি তাদের তুমি করেছ গ্রহণ ওগো অন্তর্যামী দেব। অন্তরে অন্তরে গোপনে প্রচ্ছন্ন রহি কোন্ অবসরে বীজেরে অঙ্কুররূপে তুলেছ জাগায়ে, মুকুলে প্রস্ফুটবর্ণে দিয়েছ রাঙায়ে, ফুলেরে করেছ ফল রসে সুমধুর বীজে পরিণত গর্ভ। আমি নিদ্রাতুর আলস্যশয্যার ’পরে শ্রান্তিতে মরিয়া ভেবেছিনু সব কর্ম রহিল পড়িয়া। প্রভাতে জাগিয়া উঠি মেলিনু নয়ন, দেখিনু ভরিয়া আছে আমার কানন।","On many an idle day have I grieved over lost time. But it is never
lost, my lord. Thou hast taken every moment of my life in thine own
hands.

Hidden in the heart of things thou art nourishing seeds into sprouts,
buds into blossoms, and ripening flowers into fruitfulness.

I was tired and sleeping on my idle bed and imagined all work had
ceased. In the morning I woke up and found my garden full with wonders
of flowers."
Time is endless in thy hands,"হে রাজেন্দ্র, তব হাতে কাল অন্তহীন","হে রাজেন্দ্র, তব হাতে কাল অন্তহীন। গণনা কেহ না করে, রাত্রি আর দিন আসে যায়, ফুটে ঝরে যুগযুগন্তরা। বিলম্ব নাহিক তব, নাহি তব ত্বরা — প্রতীক্ষা করিতে জান। শতবর্ষ ধ’রে একটি পুষ্পের কলি ফুটাবার তরে চলে তব ধীর আয়োজন। কাল নাই আমাদের হাতে ; কাড়াকাড়ি করে তাই সবে মিলে ; দেরি কারো নাহি সহে কভু। আগে তাই সকলের সব সেবা, প্রভু, শেষ করে দিতে দিতে কেটে যায় কাল — শূন্য পড়ে থাকে হায় তব পূজা-থাল। অসময়ে ছুটে আসি, মনে বাসি ভয় — এসে দেখি, যায় নাই তোমার সময়।","Time is endless in thy hands, my lord. There is none to count thy
minutes.

Days and nights pass and ages bloom and fade like flowers. Thou knowest
how to wait.

Thy centuries follow each other perfecting a small wild flower.

We have no time to lose, and having no time we must scramble for a
chances. We are too poor to be late.

And thus it is that time goes by while I give it to every querulous man
who claims it, and thine altar is empty of all offerings to the last.

At the end of the day I hasten in fear lest thy gate to be shut; but I
find that yet there is time."
"Mother, I shall weave a chain of pearls",তোমার সোনার থালায় সাজাব আজ,"তোমার সোনার থালায় সাজাব আজ দুখের অশ্রুধার। জননী গো, গাঁথব তোমার গলার মুক্তাহার! চন্দ্র সূর্য পায়ের কাছে মালা হয়ে জড়িয়ে আছে, তোমার বুকে শোভা পাবে আমার দুখের অলংকার। ধন ধান্য তোমারি ধন, কী করবে তা কও। দিতে চাও তো দিয়ো আমায়, নিতে চাও তো লও। দুঃখ আমার ঘরের জিনিস, খাঁটি রতন তুই তো চিনিস — তোর প্রসাদ দিয়ে তারে কিনিস, এ মোর অহংকার।","Mother, I shall weave a chain of pearls for thy neck with my tears of
sorrow.

The stars have wrought their anklets of light to deck thy feet, but
mine will hang upon thy breast.

Wealth and fame come from thee and it is for thee to give or to
withhold them. But this my sorrow is absolutely mine own, and when I
bring it to thee as my offering thou rewardest me with thy grace."
It is the pang of separation that spreads,হেরি অহরহ তোমারি বিরহ,"হেরি অহরহ তোমারি বিরহ ভুবনে ভুবনে রাজে হে। কত রূপ ধ'রে কাননে ভূধরে আকাশে সাগরে সাজে হে। সারা নিশি ধরি তারায় তারায় অনিমেষ চোখে নীরবে দাঁড়ায়, পল্লবদলে শ্রাবণধারায় তোমারি বিরহ বাজে হে। ঘরে ঘরে আজি কত বেদনায় তোমারি গভীর বিরহ ঘনায়, কত প্রেমে হায় কত বাসনায় কত সুখে দুখে কাজে হে। সকল জীবন উদাস করিয়া কত গানে সুরে গলিয়া ঝরিয়া তোমারি বিরহ উঠিছে ভরিয়া আমার হিয়ার মাঝে হে।","It is the pang of separation that spreads throughout the world and
gives birth to shapes innumerable in the infinite sky.

It is this sorrow of separation that gazes in silence all nights from
star to star and becomes lyric among rustling leaves in rainy darkness
of July.

It is this overspreading pain that deepens into loves and desires, into
sufferings and joy in human homes; and this it is that ever melts and
flows in songs through my poet’s heart."
When the warriors came out first,প্রভুগৃহ হতে আসিলে যেদিন,"প্রভুগৃহ হতে আসিলে যেদিন বীরের দল সেদিন কোথায় ছিল যে লুকানো বিপুল বল। কোথায় বর্ম, অস্ত্র কোথায়, ক্ষীণ দরিদ্র অতি অসহায়, চারি দিক হতে এসেছে আঘাত অনর্গল, প্রভুগৃহ হতে আসিলে যেদিন বীরের দল। প্রভুগৃহমাঝে ফিরিলে যেদিন বীরের দল সেদিন কোথায় লুকাল আবার বিপুল বল। ধনুশর অসি কোথা গেল খসি, শান্তির হাসি উঠিল বিকশি ; চলে গেলে রাখি সারা জীবনের সকল ফল, প্রভুগৃহমাঝে ফিরিলে যেদিন বীরের দল।","When the warriors came out first from their master’s hall, where had
they hid their power? Where were their armour and their arms?

They looked poor and helpless, and the arrows were showered upon them
on the day they came out from their master’s hall.

When the warriors marched back again to their master’s hall where did
they hide their power?

They had dropped the sword and dropped the bow and the arrow; peace was
on their foreheads, and they had left the fruits of their life behind
them on the day they marched back again to their master’s hall."
"Death, thy servant, is at my door",পাঠাইলে মৃত্যুর দূত,"পাঠাইলে আজি মৃত্যুর দূত আমার ঘরের দ্বারে, তব আহ্বান করি সে বহন পার হয়ে এল পারে। আজি এ রজনী তিমির-আঁধার, ভয়ভারাতুর হৃদয় আমার, তবু দীপ হাতে খুলি দিয়া দ্বার নমিয়া লইব তারে। পাঠাইলে আজি মৃত্যুর দূত আমার ঘরের দ্বারে। পূজিব তাহারে জোড়-কর করি ব্যাকুল নয়নজলে, পূজিব তাহারে পরানের ধন সঁপিয়া চরণতলে। আদেশ পালন করিয়া তোমারি যাবে সে আমার প্রভাত আঁধারি, শূণ্যভবনে বসি তব পায়ে অর্পিব আপনারে। পাঠাইলে আজি মৃত্যুর দূত আমার ঘরের দ্বারে।","Death, thy servant, is at my door. He has crossed the unknown sea and
brought thy call to my home.

The night is dark and my heart is fearful—yet I will take up the lamp,
open my gates and bow to him my welcome. It is thy messenger who stands
at my door.

I will worship him placing at his feet the treasure of my heart.

He will go back with his errand done, leaving a dark shadow on my
morning; and in my desolate home only my forlorn self will remain as my
last offering to thee."
In desperate hope I go and search for her,আমার ঘরেতে আর নাই সে-যে নাই,"আমার ঘরেতে আর নাই সে যে নাই-- যাই আর ফিরে আসি, খুঁজিয়া না পাই। আমার ঘরেতে নাথ, এইটুকু স্থান-- সেথা হতে যা হারায় মেলে না সন্ধান। অনন্ত তোমার গৃহ, বিশ্বময় ধাম, হে নাথ, খুঁজিতে তারে সেথা আসিলাম। দাঁড়ালেম তব সন্ধ্যা-গগনের তলে, চাহিলাম তোমা-পানে নয়নের জলে। কোনো মুখ, কোনো সুখ, আশাতৃষা কোনো যেথা হতে হারাইতে পারে না কখনো, সেথায় এনেছি মোর পীড়িত এ হিয়া-- দাও তারে, দাও তারে, দাও ডুবাইয়া। ঘরে মোর নাহি আর যে অমৃতরস বিশ্ব-মাঝে পাই সেই হারানো পরশ।","In desperate hope I go and search for her in all the corners of my
room; I find her not.

My house is small and what once has gone from it can never be regained.

But infinite is thy mansion, my lord, and seeking her I have to come to
thy door.

I stand under the golden canopy of thine evening sky and I lift my
eager eyes to thy face.

I have come to the brink of eternity from which nothing can vanish—no
hope, no happiness, no vision of a face seen through tears.

Oh, dip my emptied life into that ocean, plunge it into the deepest
fullness. Let me for once feel that lost sweet touch in the allness of
the universe."
Deity of the ruined temple!,ভাঙা দেউলের দেবতা,"ভাঙা দেউলের দেবতা, তব বন্দনা রচিতে, ছিন্না বীণার তন্ত্রী বিরতা। সন্ধ্যাগগনে ঘোষে না শঙ্খ তোমার আরতি-বারতা। তব মন্দির স্থির গম্ভীর, ভাঙা দেউলের দেবতা! তব জনহীন ভবনে থেকে থেকে আসে ব্যাকুল গন্ধ নববসন্তপবনে। যে ফুলে রচেনি পূজার অর্ঘ্য, রাখে নি ও রাঙা চরণে, সে ফুল ফোটার আসে সমাচার জনহীন ভাঙা ভবনে। পূজাহীন তব পূজারি কোথা সারাদিন ফিরে উদাসীন কার প্রসাদের ভিখারি! গোধূলিবেলায় বনের ছায়ায় চির-উপবাস-ভূখারি ভাঙা মন্দিরে আসে ফিরে ফিরে পূজাহীন তব পূজারি। ভাঙা দেউলের দেবতা, কত উৎসব হইল নীরব, কত পূজানিশা বিগতা। কত বিজয়ায় নবীন প্রতিমা কত যায় কত কব তা— শুধু চিরদিন থাকে সেবাহীন ভাঙা দেউলের দেবতা।","Deity of the ruined temple! The broken strings of _Vina_ sing no more
your praise. The bells in the evening proclaim not your time of
worship. The air is still and silent about you.

In your desolate dwelling comes the vagrant spring breeze. It brings
the tidings of flowers—the flowers that for your worship are offered no
more.

Your worshipper of old wanders ever longing for favour still refused.
In the eventide, when fires and shadows mingle with the gloom of dust,
he wearily comes back to the ruined temple with hunger in his heart.

Many a festival day comes to you in silence, deity of the ruined
temple. Many a night of worship goes away with lamp unlit.

Many new images are built by masters of cunning art and carried to the
holy stream of oblivion when their time is come.

Only the deity of the ruined temple remains unworshipped in deathless
neglect."
"No more noisy, loud words from me",কোলাহল তো বারণ হল,"কোলাহল তো বারণ হল এবার কথা কানে কানে। এখন হবে প্রাণের আলাপ কেবলমাত্র গানে গানে। রাজার পথে লোক ছুটেছে, বেচাকেনার হাঁক উঠেছে, আমার ছুটি অবেলাতেই দিনদুপুরের মধ্যখানে, কাজের মাঝে ডাক পড়েছে কেন যে তা কেই বা জানে। মোর কাননে অকালে ফুল উঠুক তবে মুঞ্জরিয়া। মধ্যদিনে মৌমাছিরা বেড়াক মৃদু গুঞ্জরিয়া। মন্দ-ভালোর দ্বন্দ্বে খেটে গেছে তো দিন অনেক কেটে, অলস-বেলার খেলার সাথি এবার আমার হৃদয় টানে। বিনা-কাজের ডাক পড়েছে কেন যে তা কেই বা জানে।","No more noisy, loud words from me—such is my master’s will. Henceforth
I deal in whispers. The speech of my heart will be carried on in
murmurings of a song.

Men hasten to the King’s market. All the buyers and sellers are there.
But I have my untimely leave in the middle of the day, in the thick of
work.

Let then the flowers come out in my garden, though it is not their
time; and let the midday bees strike up their lazy hum.

Full many an hour have I spent in the strife of the good and the evil,
but now it is the pleasure of my playmate of the empty days to draw my
heart on to him; and I know not why is this sudden call to what useless
inconsequence!"
On the day when death will knock at thy door,মরন যেদিন দিনের শেষে,"মরণ যেদিন দিনের শেষে আসবে তোমার দুয়ারে সেদিন তুমি কী ধন দিবে উহারে। ভরা আমার পরানখানি সম্মুখে তার দিব আনি, শূন্য বিদায় করব না তো উহারে-- মরণ যেদিন আসবে আমার দুয়ারে। কত শরৎ-বসন্ত-রাত, কত সন্ধ্যা, কত প্রভাত জীবনপাত্রে কত যে রস বরষে; কতই ফলে কতই ফুলে হৃদয় আমার ভরি তুলে দুঃখসুখের আলোছায়ার পরশে। যা-কিছু মোর সঞ্চিত ধন এতদিনের সব আয়োজন চরমদিনে সাজিয়ে দিব উহারে-- মরণ যেদিন আসবে আমার দুয়ারে।","On the day when death will knock at thy door what wilt thou offer to
him?

Oh, I will set before my guest the full vessel of my life—I will never
let him go with empty hands.

All the sweet vintage of all my autumn days and summer nights, all the
earnings and gleanings of my busy life will I place before him at the
close of my days when death will knock at my door."
"O thou the last fulfilment of life, death",ওগো আমার এই জীবনের,"ওগো আমার এই জীবনের শেষ পরিপূর্ণতা, মরণ, আমার মরণ, তুমি কও আমারে কথা। সারা জনম তোমার লাগি প্রতিদিন যে আছি জাগি, তোমার তরে বহে বেড়াই দুঃখসুখের ব্যথা। মরণ, আমার মরণ, তুমি কও আমারে কথা। যা পেয়েছি, যা হয়েছি যা-কিছু মোর আশা। না জেনে ধায় তোমার পানে সকল ভালোবাসা। মিলন হবে তোমার সাথে, একটি শুভ দৃষ্টিপাতে, জীবনবধূ হবে তোমার নিত্য অনুগতা ; মরণ, আমার মরণ, তুমি কও আমারে কথা। বরণমালা গাঁথা আছে, আমার চিত্তমাঝে, কবে নীরব হাস্যমুখে আসবে বরের সাজে। সেদিন আমার রবে না ঘর, কেই-বা আপন, কেই-বা অপর, বিজন রাতে পতির সাথে মিলবে পতিব্রতা। মরণ, আমার মরণ, তুমি কও আমারে কথা।","O thou the last fulfilment of life, death, my death, come and whisper
to me!

Day after day I have kept watch for thee; for thee have I borne the
joys and pangs of life.

All that I am, that I have, that I hope and all my love have ever
flowed towards thee in depth of secrecy. One final glance from thine
eyes and my life will be ever thine own.

The flowers have been woven and the garland is ready for the
bridegroom. After the wedding the bride shall leave her home and meet
her lord alone in the solitude of night."
I know that the day will come when,একদিন এই দেখা হয়ে যাবে শেষ,"একদিন এই দেখা হয়ে যাবে শেষ, পড়িবে নয়ন-’পরে অন্তিম নিমেষ। পরদিনে এইমত পোহাইবে রাত, জাগ্রত জগৎ-’পরে জাগিবে প্রভাত। কলরবে চলিবেক সংসারের খেলা, সুখে দুঃখে ঘরে ঘরে বহি যাবে বেলা। সে কথা স্মরণ করি নিখিলের পানে আমি আজি চেয়ে আছি উৎসুক নয়ানে। যাহা-কিছু হেরি চোখে কিছু তুচ্ছ নয়, সকলই দুর্লভ ব’লে আজি মনে হয়। দুর্লভ এ ধরণীর লেশতম স্থান, দুর্লভ এ জগতের ব্যর্থতম প্রাণ। যা পাই নি তাও থাক্ , যা পেয়েছি তাও, তুচ্ছ ব’লে যা চাই নি তাই মোরে দাও।","I know that the day will come when my sight of this earth shall be
lost, and life will take its leave in silence, drawing the last curtain
over my eyes.

Yet stars will watch at night, and morning rise as before, and hours
heave like sea waves casting up pleasures and pains.

When I think of this end of my moments, the barrier of the moments
breaks and I see by the light of death thy world with its careless
treasures. Rare is its lowliest seat, rare is its meanest of lives.

Things that I longed for in vain and things that I got—let them pass.
Let me but truly possess the things that I ever spurned and overlooked."
I have got my leave,পেয়েছি ছুটি বিদায় দেহ ভাই,"পেয়েছি ছুটি বিদায় দেহ ভাই, সবারে আমি প্রণাম করে যাই। ফিরায়ে দিনু দ্বারের চাবি রাখি না আর ঘরের দাবি, সবার আজি প্রসাদবাণী চাই, সবারে আমি প্রণাম করে যাই। অনেক দিন ছিলাম প্রতিবেশী, দিয়েছি যত নিয়েছি তার বেশি। প্রভাত হয়ে এসেছে রাতি, নিবিয়া গেল কোণের বাতি, পড়েছে ডাক চলেছি আমি তাই, সবারে আমি প্রণাম করে যাই।","I have got my leave. Bid me farewell, my brothers! I bow to you all and
take my departure.

Here I give back the keys of my door—and I give up all claims to my
house. I only ask for last kind words from you.

We were neighbours for long, but I received more than I could give. Now
the day has dawned and the lamp that lit my dark corner is out. A
summons has come and I am ready for my journey."
At this time of my parting,এবার তোরা আমার যাবার বেলাতে,"এবার তোরা আমার যাবার বেলাতে সবাই জয়ধ্বনি কর্ । ভোরের আকাশ রাঙা হল রে, আমার পথ হল সুন্দর। কী নিয়ে বা যাব সেথা ওগো তোরা ভাবিস নে তা, শূন্য হাতেই চলব, বহিয়ে আমার ব্যাকুল অন্তর। মালা পরে যাব মিলন-বেশে আমার পথিক-সজ্জা নয়। বাধা বিপদ আছে মাঝের দেশে, মনে রাখি নে সেই ভয়। যাত্রা যখন হবে সারা উঠবে জ্বলে সন্ধ্যাতারা, পূরবীতে করুণ বাঁশরি দ্বারে বাজবে মধুর স্বর।","At this time of my parting, wish me good luck, my friends! The sky is
flushed with the dawn and my path lies beautiful.

Ask not what I have with me to take there. I start on my journey with
empty hands and expectant heart.

I shall put on my wedding garland. Mine is not the red-brown dress of
the traveller, and though there are dangers on the way I have no fear
in mind.

The evening star will come out when my voyage is done and the plaintive
notes of the twilight melodies be struck up from the King’s gateway."
I was not aware of the moment when,জীবনের সিংহদ্বারে পশিনু যে ক্ষণে,"জীবনের সিংহদ্বারে পশিনু যে ক্ষণে এ আশ্চর্য সংসারের মহানিকেতনে, সে ক্ষণ অজ্ঞাত মোর। কোন্‌ শক্তি মোরে ফুটাইল এ বিপুল রহস্যের ক্রোড়ে অর্ধরাত্রে মহারণ্যে মুকুলের মতো? তবু তো প্রভাতে শির করিয়া উন্নত যখনি নয়ন মেলি নিরখিনু ধরা কনককিরণ-গাঁথা নীলাম্বর-পরা। নিরখিনু সুখে-দুঃখে-খচিত সংসার, তখনি অজ্ঞাত এই রহস্য অপার নিমেষেই মনে হল মাতৃবক্ষসম নিতান্তই পরিচিত, একান্তই মম। রূপহীন জ্ঞানাতীত ভীষণ শকতি ধরেছে আমার কাছে জননী-মুরতি।","I was not aware of the moment when I first crossed the threshold of
this life.

What was the power that made me open out into this vast mystery like a
bud in the forest at midnight!

When in the morning I looked upon the light I felt in a moment that I
was no stranger in this world, that the inscrutable without name and
form had taken me in its arms in the form of my own mother.

Even so, in death the same unknown will appear as ever known to me. And
because I love this life, I know I shall love death as well.

The child cries out when from the right breast the mother takes it
away, in the very next moment to find in the left one its consolation."
When I go from hence let this be my parting word,যাবার দিনে এই কথাটি,"যাবার দিনে এই কথাটি বলে যেন যাই — যা দেখেছি যা পেয়েছি তুলনা তার নাই। এই জ্যোতিঃসমুদ্র-মাঝে যে শতদল পদ্ম রাজে তারি মধু পান করেছি ধন্য আমি তাই — যাবার দিনে এই কথাটি জানিয়ে যেন যাই। বিশ্বরূপের খেলাঘরে কতই গেলেম খেলে, অপরূপকে দেখে গেলেম দুটি নয়ন মেলে। পরশ যাঁরে যায় না করা সকল দেহে দিলেন ধরা। এইখানে শেষ করেন যদি শেষ করে দিন তাই — যাবার বেলা এই কথাটি জানিয়ে যেন যাই।","When I go from hence let this be my parting word, that what I have seen
is unsurpassable.

I have tasted of the hidden honey of this lotus that expands on the
ocean of light, and thus am I blessed—let this be my parting word.

In this playhouse of infinite forms I have had my play and here have I
caught sight of him that is formless.

My whole body and my limbs have thrilled with his touch who is beyond
touch; and if the end comes here, let it come—let this be my parting
word."
When my play was with thee,আমার খেলা যখন ছিল তোমার সনে,"আমার খেলা যখন ছিল তোমার সনে তখনকে তুমি তা কে জানত। তখন ছিল না ভয় ছিল না লাজ মনে জীবনবহে যেত অশান্ত। তুমি ভোরের বেলা ডাক দিয়েছ কত যেন আমার আপন সখার মতো, হেসে তোমার সাথে ফিরেছিলেম ছুটে সেদিন কত না বন-বনান্ত। ওগো সেদিন তুমি গাইতে যে-সব গান কোনো অর্থ তাহার কে জানত। শুধু সঙ্গে তারি গাইত আমার প্রাণ, সদা নাচত হৃদয় অশান্ত। হঠাৎ খেলার শেষে আজ কী দেখি ছবি, স্তব্ধ আকাশ, নীরব শশী রবি, তোমার চরণপানে নয়ন করি ' নত ভুবন দাঁড়িয়ে আছে একান্ত।","When my play was with thee I never questioned who thou wert. I knew nor
shyness nor fear, my life was boisterous.

In the early morning thou wouldst call me from my sleep like my own
comrade and lead me running from glade to glade.

On those days I never cared to know the meaning of songs thou sangest
to me. Only my voice took up the tunes, and my heart danced in their
cadence.

Now, when the playtime is over, what is this sudden sight that is come
upon me? The world with eyes bent upon thy feet stands in awe with all
its silent stars."
I will deck thee with trophies,হারমানা হার পরাব তোমার গলে,"হার-মানা হার পরাব তোমার গলে। দূরে রব কত আপন বলের ছলে। জানি আমি জানি ভেসে যাবে অভিমান, নিবিড় ব্যথায় ফাটিয়া পড়িবে প্রাণ, শূন্য হিয়ার বাঁশিতে বাজিবে গান, পাষান তখন গলিবে নয়নজলে। শতদল-দল খুলে যাবে থরে থরে লুকানো রবে না মধু চিরদিনতরে। আকাশ জুড়িয়া চাহিবে কাহার আঁখি, ঘরের বাহিরে নীরবে লইবে ডাকি, কিছুই সেদিন কিছুই রবে না বাকি পরম মরণ লভিব চরণতলে।","I will deck thee with trophies, garlands of my defeat. It is never in
my power to escape unconquered.

I surely know my pride will go to the wall, my life will burst its
bonds in exceeding pain, and my empty heart will sob out in music like
a hollow reed, and the stone will melt in tears.

I surely know the hundred petals of a lotus will not remain closed for
ever and the secret recess of its honey will be bared.

From the blue sky an eye shall gaze upon me and summon me in silence.
Nothing will be left for me, nothing whatever, and utter death shall I
receive at thy feet."
When I give up the helm,আমি হাল ছাড়লে তবে,"আমি হাল ছাড়লে তবে তুমি হাল ধরবে জানি। যা হবার আপনি হবে মিছে এই টানাটানি। ছেড়ে দে দে গো ছেড়ে, নীরবে যা তুই হেরে, যেখানে আছিস বসে বসে থাক্ ভাগ্য মানি। আমার এই আলোগুলি নেবে আর জ্বালিয়ে তুলি, কেবলি তারি পিছে তা নিয়েই থাকি ভুলি। এবার এই আঁধারেতে রহিলাম আঁচল পেতে, যখনি খুশি তোমার নিয়ে সেই আসনখানি।","When I give up the helm I know that the time has come for thee to take
it. What there is to do will be instantly done. Vain is this struggle.

Then take away your hands and silently put up with your defeat, my
heart, and think it your good fortune to sit perfectly still where you
are placed.

These my lamps are blown out at every little puff of wind, and trying
to light them I forget all else again and again.

But I shall be wise this time and wait in the dark, spreading my mat on
the floor; and whenever it is thy pleasure, my lord, come silently and
take thy seat here."
